,medianHouseValue
10041,159800.0
10042,113600.0
10043,70100.0
10044,248300.0
10045,154900.0
10046,140700.0
10047,191300.0
10048,51700.0
10049,168100.0
10050,213800.0
10051,228700.0
10052,287200.0
10053,153000.0
10054,338900.0
10055,500001.0
10056,225000.0
10057,160100.0
10058,500001.0
10059,195800.0
10060,194700.0
10061,237300.0
10062,142200.0
10063,249400.0
10064,328000.0
10065,208000.0
10066,76200.0
10067,87800.0
10068,82100.0
10069,121200.0
10070,274200.0
10071,112100.0
10072,169400.0
10073,219200.0
10074,500001.0
10075,190000.0
10076,452300.0
10077,218800.0
10078,100000.0
10079,500001.0
10080,238000.0
10081,170600.0
10082,210300.0
10083,137500.0
10084,426400.0
10085,320300.0
10086,65400.0
10087,162000.0
10088,94900.0
10089,293100.0
10090,95300.0
10091,380600.0
10092,46300.0
10093,64700.0
10094,175000.0
10095,160400.0
10096,500001.0
10097,356900.0
10098,262900.0
10099,500001.0
10100,300000.0
10101,81700.0
10102,72200.0
10103,143000.0
10104,99100.0
10105,133300.0
10106,220600.0
10107,243400.0
10108,67200.0
10109,443600.0
10110,373400.0
10111,158500.0
10112,90300.0
10113,245600.0
10114,275000.0
10115,168800.0
10116,134500.0
10117,285000.0
10118,248400.0
10119,281500.0
10120,80200.0
10121,275000.0
10122,258400.0
10123,136000.0
10124,178300.0
10125,105900.0
10126,93700.0
10127,167800.0
10128,108300.0
10129,312700.0
10130,485700.0
10131,115400.0
10132,169600.0
10133,53400.0
10134,123800.0
10135,171800.0
10136,214000.0
10137,455500.0
10138,271800.0
10139,250700.0
10140,356700.0
10141,159100.0
10142,198400.0
10143,132000.0
10144,242400.0
10145,136900.0
10146,100900.0
10147,155500.0
10148,59600.0
10149,94200.0
10150,83200.0
10151,332600.0
10152,105000.0
10153,72900.0
10154,226900.0
10155,192400.0
10156,233300.0
10157,93800.0
10158,172400.0
10159,264300.0
10160,337200.0
10161,285300.0
10162,335000.0
10163,170000.0
10164,226300.0
10165,79700.0
10166,400000.0
10167,66800.0
10168,58900.0
10169,316000.0
10170,68300.0
10171,500001.0
10172,103900.0
10173,194100.0
10174,180700.0
10175,106100.0
10176,93400.0
10177,100000.0
10178,116100.0
10179,235600.0
10180,57900.0
10181,71800.0
10182,131300.0
10183,121000.0
10184,62000.0
10185,341800.0
10186,105100.0
10187,293800.0
10188,92500.0
10189,174000.0
10190,209900.0
10191,311600.0
10192,181300.0
10193,242200.0
10194,288400.0
10195,190300.0
10196,329400.0
10197,300000.0
10198,439200.0
10199,233300.0
10200,146900.0
10201,356100.0
10202,164600.0
10203,275000.0
10204,189000.0
10205,284700.0
10206,140600.0
10207,72900.0
10208,247500.0
10209,87500.0
10210,456300.0
10211,167400.0
10212,162500.0
10213,76500.0
10214,258300.0
10215,192900.0
10216,500001.0
10217,229300.0
10218,235500.0
10219,74200.0
10220,274200.0
10221,165300.0
10222,63700.0
10223,204200.0
10224,70700.0
10225,210900.0
10226,138700.0
10227,59100.0
10228,142300.0
10229,96700.0
10230,276500.0
10231,161100.0
10232,114600.0
10233,82300.0
10234,202800.0
10235,180200.0
10236,197200.0
10237,50800.0
10238,76900.0
10239,352400.0
10240,204900.0
10241,161400.0
10242,241300.0
10243,170300.0
10244,67500.0
10245,104800.0
10246,350900.0
10247,235600.0
10248,148100.0
10249,253000.0
10250,342000.0
10251,500001.0
10252,277800.0
10253,104000.0
10254,234400.0
10255,152100.0
10256,450000.0
10257,92200.0
10258,61500.0
10259,238300.0
10260,190600.0
10261,241100.0
10262,301100.0
10263,185200.0
10264,398100.0
10265,223900.0
10266,199300.0
10267,225000.0
10268,148200.0
10269,268400.0
10270,196200.0
10271,147500.0
10272,118800.0
10273,344800.0
10274,125000.0
10275,72900.0
10276,51600.0
10277,119200.0
10278,240200.0
10279,71500.0
10280,273000.0
10281,332500.0
10282,151600.0
10283,500001.0
10284,146900.0
10285,171200.0
10286,53000.0
10287,180100.0
10288,70700.0
10289,86600.0
10290,434000.0
10291,361500.0
10292,144400.0
10293,108900.0
10294,67700.0
10295,500001.0
10296,83200.0
10297,217000.0
10298,170200.0
10299,186600.0
10300,135200.0
10301,200000.0
10302,195400.0
10303,86800.0
10304,183900.0
10305,325500.0
10306,193200.0
10307,101400.0
10308,48800.0
10309,229900.0
10310,359500.0
10311,191900.0
10312,220800.0
10313,82500.0
10314,37900.0
10315,83300.0
10316,106300.0
10317,239300.0
10318,187400.0
10319,200300.0
10320,231600.0
10321,155600.0
10322,258700.0
10323,186200.0
10324,131300.0
10325,226200.0
10326,120800.0
10327,295500.0
10328,82200.0
10329,100000.0
10330,66300.0
10331,347300.0
10332,81400.0
10333,209100.0
10334,213100.0
10335,267400.0
10336,63200.0
10337,164300.0
10338,307400.0
10339,142500.0
10340,500001.0
10341,90600.0
10342,106300.0
10343,297600.0
10344,87500.0
10345,446400.0
10346,158900.0
10347,94800.0
10348,108900.0
10349,94300.0
10350,163900.0
10351,73600.0
10352,154200.0
10353,196000.0
10354,118800.0
10355,69600.0
10356,500001.0
10357,500001.0
10358,171000.0
10359,96500.0
10360,291200.0
10361,231200.0
10362,263600.0
10363,184400.0
10364,265700.0
10365,95000.0
10366,276900.0
10367,236100.0
10368,122600.0
10369,371900.0
10370,299300.0
10371,99300.0
10372,198400.0
10373,205000.0
10374,185100.0
10375,227400.0
10376,141300.0
10377,363000.0
10378,104200.0
10379,58100.0
10380,220600.0
10381,224700.0
10382,245000.0
10383,134200.0
10384,177500.0
10385,238300.0
10386,176000.0
10387,87500.0
10388,286900.0
10389,288200.0
10390,79200.0
10391,500001.0
10392,215900.0
10393,192500.0
10394,257200.0
10395,67500.0
10396,121900.0
10397,47100.0
10398,137000.0
10399,500001.0
10400,495500.0
10401,120200.0
10402,209800.0
10403,262700.0
10404,344000.0
10405,136800.0
10406,322900.0
10407,247800.0
10408,132400.0
10409,364700.0
10410,175700.0
10411,98200.0
10412,217700.0
10413,432900.0
10414,229400.0
10415,242800.0
10416,500001.0
10417,303900.0
10418,212800.0
10419,69600.0
10420,171700.0
10421,500001.0
10422,177700.0
10423,332600.0
10424,83200.0
10425,113300.0
10426,92700.0
10427,380900.0
10428,170400.0
10429,78800.0
10430,97500.0
10431,275900.0
10432,215300.0
10433,139400.0
10434,193800.0
10435,232500.0
10436,171400.0
10437,273400.0
10438,199100.0
10439,247900.0
10440,138500.0
10441,259800.0
10442,500001.0
10443,122200.0
10444,106800.0
10445,446900.0
10446,99200.0
10447,75800.0
10448,111100.0
10449,93200.0
10450,128600.0
10451,62900.0
10452,244900.0
10453,165800.0
10454,145800.0
10455,220500.0
10456,237900.0
10457,257500.0
10458,179900.0
10459,233100.0
10460,354900.0
10461,254000.0
10462,130800.0
10463,177500.0
10464,417900.0
10465,192600.0
10466,174500.0
10467,257500.0
10468,350000.0
10469,109400.0
10470,469900.0
10471,103600.0
10472,255100.0
10473,171700.0
10474,57100.0
10475,137500.0
10476,425000.0
10477,220800.0
10478,215600.0
10479,47500.0
10480,120000.0
10481,129800.0
10482,90100.0
10483,235300.0
10484,500001.0
10485,500001.0
10486,500001.0
10487,147900.0
10488,229800.0
10489,116100.0
10490,116100.0
10491,140600.0
10492,279400.0
10493,68000.0
10494,157800.0
10495,500001.0
10496,184400.0
10497,228700.0
10498,500001.0
10499,83100.0
10500,147700.0
10501,200000.0
10502,237300.0
10503,230800.0
10504,253100.0
10505,65100.0
10506,138100.0
10507,101400.0
10508,387200.0
10509,92900.0
10510,195100.0
10511,225200.0
10512,148500.0
10513,392500.0
10514,170400.0
10515,50000.0
10516,150000.0
10517,66700.0
10518,130800.0
10519,146100.0
10520,262500.0
10521,200000.0
10522,134600.0
10523,149300.0
10524,105800.0
10525,225000.0
10526,172000.0
10527,500001.0
10528,420800.0
10529,103800.0
10530,500001.0
10531,162500.0
10532,226900.0
10533,87800.0
10534,333700.0
10535,116000.0
10536,160000.0
10537,131300.0
10538,235300.0
10539,133700.0
10540,93800.0
10541,251100.0
10542,123500.0
10543,193600.0
10544,177800.0
10545,172200.0
10546,117100.0
10547,90100.0
10548,52300.0
10549,210500.0
10550,276000.0
10551,115800.0
10552,182100.0
10553,195300.0
10554,383300.0
10555,143300.0
10556,162900.0
10557,80100.0
10558,231800.0
10559,165600.0
10560,224300.0
10561,500001.0
10562,224100.0
10563,340400.0
10564,165300.0
10565,199800.0
10566,219900.0
10567,254400.0
10568,102000.0
10569,196900.0
10570,157800.0
10571,213200.0
10572,276300.0
10573,146600.0
10574,246100.0
10575,222100.0
10576,84800.0
10577,308000.0
10578,230600.0
10579,262000.0
10580,493300.0
10581,434700.0
10582,186800.0
10583,145700.0
10584,200000.0
10585,375000.0
10586,500001.0
10587,77800.0
10588,110200.0
10589,381200.0
10590,162100.0
10591,87500.0
10592,134600.0
10593,261300.0
10594,328800.0
10595,213700.0
10596,126500.0
10597,234400.0
10598,382100.0
10599,180000.0
10600,89200.0
10601,500001.0
10602,187800.0
10603,212500.0
10604,57600.0
10605,209800.0
10606,225000.0
10607,57500.0
10608,40900.0
10609,190500.0
10610,152500.0
10611,158500.0
10612,275700.0
10613,156900.0
10614,89600.0
10615,137900.0
10616,270800.0
10617,190400.0
10618,155900.0
10619,96800.0
10620,142500.0
10621,269000.0
10622,350000.0
10623,195400.0
10624,366700.0
10625,107600.0
10626,112500.0
10627,348100.0
10628,363100.0
10629,145800.0
10630,500001.0
10631,223600.0
10632,160000.0
10633,165300.0
10634,181800.0
10635,171100.0
10636,203300.0
10637,187500.0
10638,252200.0
10639,211700.0
10640,500001.0
10641,146400.0
10642,206300.0
10643,164000.0
10644,294000.0
10645,241400.0
10646,272400.0
10647,139700.0
10648,350000.0
10649,389500.0
10650,412700.0
10651,90500.0
10652,103400.0
10653,99600.0
10654,109900.0
10655,359100.0
10656,256100.0
10657,446200.0
10658,106500.0
10659,344400.0
10660,247600.0
10661,435100.0
10662,71800.0
10663,168800.0
10664,112500.0
10665,231400.0
10666,142300.0
10667,104200.0
10668,178300.0
10669,169600.0
10670,130600.0
10671,311700.0
10672,317600.0
10673,77500.0
10674,143200.0
10675,77400.0
10676,283700.0
10677,187500.0
10678,267300.0
10679,97000.0
10680,140300.0
10681,500001.0
10682,66000.0
10683,184600.0
10684,120000.0
10685,101300.0
10686,33200.0
10687,70400.0
10688,177400.0
10689,45000.0
10690,264100.0
10691,500001.0
10692,282700.0
10693,159600.0
10694,450000.0
10695,169300.0
10696,54300.0
10697,349000.0
10698,203700.0
10699,298300.0
10700,288500.0
10701,197400.0
10702,305000.0
10703,274600.0
10704,63500.0
10705,173300.0
10706,201800.0
10707,140300.0
10708,112500.0
10709,300900.0
10710,211000.0
10711,138100.0
10712,181600.0
10713,236800.0
10714,232900.0
10715,173400.0
10716,142300.0
10717,95500.0
10718,154200.0
10719,187100.0
10720,128800.0
10721,49200.0
10722,139200.0
10723,500001.0
10724,335100.0
10725,58000.0
10726,97100.0
10727,98900.0
10728,266700.0
10729,125500.0
10730,250800.0
10731,160700.0
10732,281300.0
10733,240900.0
10734,176700.0
10735,258400.0
10736,161000.0
10737,125000.0
10738,105800.0
10739,163700.0
10740,335000.0
10741,237300.0
10742,183700.0
10743,75200.0
10744,82700.0
10745,196400.0
10746,373100.0
10747,96100.0
10748,169200.0
10749,204300.0
10750,230900.0
10751,207800.0
10752,225000.0
10753,232400.0
10754,82800.0
10755,150500.0
10756,500001.0
10757,84400.0
10758,169100.0
10759,165300.0
10760,182100.0
10761,394300.0
10762,90400.0
10763,209400.0
10764,294800.0
10765,164200.0
10766,293800.0
10767,64100.0
10768,150000.0
10769,113500.0
10770,409700.0
10771,220900.0
10772,152800.0
10773,81900.0
10774,141100.0
10775,130300.0
10776,364700.0
10777,66400.0
10778,96200.0
10779,111400.0
10780,90600.0
10781,338200.0
10782,159200.0
10783,108300.0
10784,401900.0
10785,294800.0
10786,137500.0
10787,118800.0
10788,226300.0
10789,232200.0
10790,314400.0
10791,362500.0
10792,213200.0
10793,279300.0
10794,183900.0
10795,67000.0
10796,110800.0
10797,395500.0
10798,100000.0
10799,218900.0
10800,225000.0
10801,92100.0
10802,232900.0
10803,139600.0
10804,68100.0
10805,48800.0
10806,137000.0
10807,395300.0
10808,354200.0
10809,188500.0
10810,253400.0
10811,151800.0
10812,157400.0
10813,94100.0
10814,500001.0
10815,183600.0
10816,75000.0
10817,98200.0
10818,305400.0
10819,157200.0
10820,160800.0
10821,325200.0
10822,178500.0
10823,162500.0
10824,121300.0
10825,227900.0
10826,101600.0
10827,330800.0
10828,124800.0
10829,265700.0
10830,295100.0
10831,155700.0
10832,85300.0
10833,231300.0
10834,83200.0
10835,75800.0
10836,231600.0
10837,63000.0
10838,234800.0
10839,467600.0
10840,137500.0
10841,153900.0
10842,150000.0
10843,267700.0
10844,84600.0
10845,164300.0
10846,107000.0
10847,160300.0
10848,124700.0
10849,51700.0
10850,363500.0
10851,183300.0
10852,189600.0
10853,240900.0
10854,130400.0
10855,55700.0
10856,81900.0
10857,127600.0
10858,214700.0
10859,150000.0
10860,500001.0
10861,243100.0
10862,125500.0
10863,362500.0
10864,500001.0
10865,336400.0
10866,297700.0
10867,241400.0
10868,115000.0
10869,341200.0
10870,92400.0
10871,288800.0
10872,147300.0
10873,232300.0
10874,185200.0
10875,320900.0
10876,83400.0
10877,139700.0
10878,86200.0
10879,238300.0
10880,272600.0
10881,97300.0
10882,61000.0
10883,211400.0
10884,184500.0
10885,73200.0
10886,22500.0
10887,192500.0
10888,500001.0
10889,87500.0
10890,69300.0
10891,335300.0
10892,80400.0
10893,216000.0
10894,175700.0
10895,173100.0
10896,150100.0
10897,244800.0
10898,320700.0
10899,183400.0
10900,217900.0
10901,67500.0
10902,98800.0
10903,162500.0
10904,295900.0
10905,490300.0
10906,225000.0
10907,52500.0
10908,81000.0
10909,273100.0
10910,275000.0
10911,347600.0
10912,195200.0
10913,112500.0
10914,108300.0
10915,161300.0
10916,139400.0
10917,122200.0
10918,81800.0
10919,174100.0
10920,500001.0
10921,302900.0
10922,143400.0
10923,113800.0
10924,226500.0
10925,116600.0
10926,201300.0
10927,189700.0
10928,154200.0
10929,88000.0
10930,137500.0
10931,200000.0
10932,368100.0
10933,140400.0
10934,350000.0
10935,260500.0
10936,223700.0
10937,137500.0
10938,162900.0
10939,153900.0
10940,195800.0
10941,159100.0
10942,374400.0
10943,114100.0
10944,221900.0
10945,252900.0
10946,500001.0
10947,62800.0
10948,388900.0
10949,69300.0
10950,377200.0
10951,135200.0
10952,226100.0
10953,81500.0
10954,286000.0
10955,282200.0
10956,361400.0
10957,73000.0
10958,411100.0
10959,136000.0
10960,170800.0
10961,150000.0
10962,178300.0
10963,301100.0
10964,126100.0
10965,300000.0
10966,169500.0
10967,175400.0
10968,178300.0
10969,114700.0
10970,500001.0
10971,81300.0
10972,144600.0
10973,190400.0
10974,369100.0
10975,500001.0
10976,147000.0
10977,259800.0
10978,205200.0
10979,198200.0
10980,250000.0
10981,153300.0
10982,186000.0
10983,101200.0
10984,140500.0
10985,168800.0
10986,187800.0
10987,189000.0
10988,85800.0
10989,153400.0
10990,85100.0
10991,84400.0
10992,477300.0
10993,53800.0
10994,215600.0
10995,95300.0
10996,115100.0
10997,270500.0
10998,146100.0
10999,342200.0
11000,108900.0
11001,181300.0
11002,237400.0
11003,125000.0
11004,178600.0
11005,294300.0
11006,390000.0
11007,92200.0
11008,224700.0
11009,156800.0
11010,188300.0
11011,114000.0
11012,115000.0
11013,220600.0
11014,90600.0
11015,353600.0
11016,383100.0
11017,333500.0
11018,150500.0
11019,89800.0
11020,375400.0
11021,103600.0
11022,193600.0
11023,218600.0
11024,218200.0
11025,92900.0
11026,59200.0
11027,183300.0
11028,160000.0
11029,345500.0
11030,209700.0
11031,160200.0
11032,138500.0
11033,182500.0
11034,226000.0
11035,182100.0
11036,107400.0
11037,326700.0
11038,387700.0
11039,102300.0
11040,54600.0
11041,405400.0
11042,127000.0
11043,124600.0
11044,276200.0
11045,147500.0
11046,100000.0
11047,265000.0
11048,350000.0
11049,296100.0
11050,84900.0
11051,362300.0
11052,153200.0
11053,182500.0
11054,260500.0
11055,500001.0
11056,71500.0
11057,285900.0
11058,163900.0
11059,288500.0
11060,333800.0
11061,243600.0
11062,143300.0
11063,205600.0
11064,346000.0
11065,175000.0
11066,70300.0
11067,198300.0
11068,141800.0
11069,447400.0
11070,114200.0
11071,170500.0
11072,86300.0
11073,92900.0
11074,500001.0
11075,215500.0
11076,330300.0
11077,144300.0
11078,375000.0
11079,228900.0
11080,405400.0
11081,156000.0
11082,304600.0
11083,185800.0
11084,141400.0
11085,89400.0
11086,339400.0
11087,235700.0
11088,142700.0
11089,354500.0
11090,167800.0
11091,358600.0
11092,170700.0
11093,114500.0
11094,170400.0
11095,188500.0
11096,143100.0
11097,136100.0
11098,396900.0
11099,196600.0
11100,230600.0
11101,307400.0
11102,353600.0
11103,225000.0
11104,158900.0
11105,58400.0
11106,129100.0
11107,87700.0
11108,46900.0
11109,276300.0
11110,222100.0
11111,361900.0
11112,184000.0
11113,405200.0
11114,182600.0
11115,414800.0
11116,134200.0
11117,500001.0
11118,316100.0
11119,157800.0
11120,47600.0
11121,443300.0
11122,173500.0
11123,71000.0
11124,388200.0
11125,171000.0
11126,383200.0
11127,58000.0
11128,172100.0
11129,299100.0
11130,283300.0
11131,222900.0
11132,137200.0
11133,330000.0
11134,231200.0
11135,225000.0
11136,400400.0
11137,118800.0
11138,214600.0
11139,127700.0
11140,200600.0
11141,254800.0
11142,95500.0
11143,137500.0
11144,125900.0
11145,332500.0
11146,68500.0
11147,145500.0
11148,96400.0
11149,169200.0
11150,110400.0
11151,99600.0
11152,175800.0
11153,190800.0
11154,422200.0
11155,500001.0
11156,241500.0
11157,91700.0
11158,160700.0
11159,88500.0
11160,138800.0
11161,292200.0
11162,216900.0
11163,253400.0
11164,211000.0
11165,150000.0
11166,273800.0
11167,301600.0
11168,123500.0
11169,357300.0
11170,154200.0
11171,297900.0
11172,47500.0
11173,194700.0
11174,193800.0
11175,250000.0
11176,376600.0
11177,331400.0
11178,157500.0
11179,190400.0
11180,500001.0
11181,136800.0
11182,173900.0
11183,51500.0
11184,241500.0
11185,315500.0
11186,209700.0
11187,170500.0
11188,279900.0
11189,182400.0
11190,500001.0
11191,421900.0
11192,215600.0
11193,146000.0
11194,178500.0
11195,216800.0
11196,227100.0
11197,183300.0
11198,176600.0
11199,500001.0
11200,326600.0
11201,158300.0
11202,223400.0
11203,40400.0
11204,94900.0
11205,230600.0
11206,127800.0
11207,137500.0
11208,216000.0
11209,168000.0
11210,61700.0
11211,98800.0
11212,253600.0
11213,245300.0
11214,148500.0
11215,380000.0
11216,55200.0
11217,114800.0
11218,202000.0
11219,175300.0
11220,367600.0
11221,152400.0
11222,55500.0
11223,243800.0
11224,238500.0
11225,233500.0
11226,474300.0
11227,301800.0
11228,65200.0
11229,85200.0
11230,226000.0
11231,147800.0
11232,108300.0
11233,146400.0
11234,165100.0
11235,500001.0
11236,132000.0
11237,156900.0
11238,115200.0
11239,80600.0
11240,99300.0
11241,181800.0
11242,264100.0
11243,178600.0
11244,137500.0
11245,135100.0
11246,99600.0
11247,162700.0
11248,244000.0
11249,239400.0
11250,76000.0
11251,190800.0
11252,154800.0
11253,472700.0
11254,295900.0
11255,159300.0
11256,314900.0
11257,46900.0
11258,176700.0
11259,206300.0
11260,230600.0
11261,188000.0
11262,278500.0
11263,234200.0
11264,268500.0
11265,125000.0
11266,277700.0
11267,187700.0
11268,153100.0
11269,117700.0
11270,187500.0
11271,57900.0
11272,218800.0
11273,167500.0
11274,138000.0
11275,264600.0
11276,84200.0
11277,263400.0
11278,242900.0
11279,94400.0
11280,151600.0
11281,99600.0
11282,156300.0
11283,100000.0
11284,179500.0
11285,150400.0
11286,122200.0
11287,51600.0
11288,218300.0
11289,221600.0
11290,135200.0
11291,205900.0
11292,451400.0
11293,356300.0
11294,103100.0
11295,122300.0
11296,148800.0
11297,220500.0
11298,372000.0
11299,57600.0
11300,288200.0
11301,292900.0
11302,61400.0
11303,166300.0
11304,66800.0
11305,356800.0
11306,496400.0
11307,211000.0
11308,75600.0
11309,173700.0
11310,177200.0
11311,270800.0
11312,195800.0
11313,193100.0
11314,179200.0
11315,252300.0
11316,314100.0
11317,87100.0
11318,208100.0
11319,207200.0
11320,106300.0
11321,261300.0
11322,200000.0
11323,164200.0
11324,313000.0
11325,289600.0
11326,323900.0
11327,347100.0
11328,145400.0
11329,174400.0
11330,186000.0
11331,355000.0
11332,276600.0
11333,117600.0
11334,90300.0
11335,327500.0
11336,193800.0
11337,96000.0
11338,211100.0
11339,55000.0
11340,86300.0
11341,112500.0
11342,204700.0
11343,147200.0
11344,92900.0
11345,500001.0
11346,162500.0
11347,230000.0
11348,91500.0
11349,261800.0
11350,158500.0
11351,282500.0
11352,173400.0
11353,220500.0
11354,359100.0
11355,121800.0
11356,253000.0
11357,158000.0
11358,104200.0
11359,237500.0
11360,500001.0
11361,256300.0
11362,158900.0
11363,224800.0
11364,91400.0
11365,65600.0
11366,369200.0
11367,161800.0
11368,303800.0
11369,181700.0
11370,289300.0
11371,205000.0
11372,500001.0
11373,57400.0
11374,266200.0
11375,416100.0
11376,60400.0
11377,95800.0
11378,61700.0
11379,311100.0
11380,224600.0
11381,166700.0
11382,294800.0
11383,251300.0
11384,154600.0
11385,176700.0
11386,88400.0
11387,457200.0
11388,93600.0
11389,93300.0
11390,107300.0
11391,97300.0
11392,182900.0
11393,212500.0
11394,77500.0
11395,174400.0
11396,94400.0
11397,85800.0
11398,184600.0
11399,182900.0
11400,183800.0
11401,100000.0
11402,95000.0
11403,65800.0
11404,101900.0
11405,79200.0
11406,319400.0
11407,140300.0
11408,107600.0
11409,238000.0
11410,422000.0
11411,187200.0
11412,269700.0
11413,171300.0
11414,87500.0
11415,239600.0
11416,195000.0
11417,67800.0
11418,196700.0
11419,51000.0
11420,352100.0
11421,230100.0
11422,97400.0
11423,277000.0
11424,376800.0
11425,123200.0
11426,147000.0
11427,274300.0
11428,361600.0
11429,171100.0
11430,422000.0
11431,158900.0
11432,445000.0
11433,245700.0
11434,92700.0
11435,46500.0
11436,73500.0
11437,300300.0
11438,286200.0
11439,137700.0
11440,500001.0
11441,160000.0
11442,100000.0
11443,145800.0
11444,69200.0
11445,205500.0
11446,246000.0
11447,179500.0
11448,130000.0
11449,170800.0
11450,158300.0
11451,203700.0
11452,420000.0
11453,95500.0
11454,132200.0
11455,173900.0
11456,105300.0
11457,500001.0
11458,88300.0
11459,365700.0
11460,500001.0
11461,90500.0
11462,119900.0
11463,137100.0
11464,97500.0
11465,220300.0
11466,94200.0
11467,263400.0
11468,323800.0
11469,196300.0
11470,186900.0
11471,85500.0
11472,82300.0
11473,137500.0
11474,303100.0
11475,296600.0
11476,187500.0
11477,406900.0
11478,341700.0
11479,110600.0
11480,127400.0
11481,167500.0
11482,185100.0
11483,350000.0
11484,500001.0
11485,60800.0
11486,128000.0
11487,183000.0
11488,269100.0
11489,283000.0
11490,166700.0
11491,68700.0
11492,207400.0
11493,111800.0
11494,82500.0
11495,206900.0
11496,225000.0
11497,58300.0
11498,63000.0
11499,181300.0
11500,175400.0
11501,118400.0
11502,492200.0
11503,69100.0
11504,187600.0
11505,119400.0
11506,185100.0
11507,151900.0
11508,192700.0
11509,156900.0
11510,354300.0
11511,134600.0
11512,95700.0
11513,341300.0
11514,112500.0
11515,412500.0
11516,229200.0
11517,162500.0
11518,381200.0
11519,78300.0
11520,78800.0
11521,224600.0
11522,187500.0
11523,500001.0
11524,114600.0
11525,123600.0
11526,461100.0
11527,65700.0
11528,222200.0
11529,133700.0
11530,315400.0
11531,139500.0
11532,97500.0
11533,290800.0
11534,156600.0
11535,150400.0
11536,250000.0
11537,184000.0
11538,192800.0
11539,177500.0
11540,150200.0
11541,86400.0
11542,117200.0
11543,232400.0
11544,191700.0
11545,189900.0
11546,232900.0
11547,426800.0
11548,337100.0
11549,338100.0
11550,126200.0
11551,174100.0
11552,231200.0
11553,227300.0
11554,81300.0
11555,289200.0
11556,218400.0
11557,162900.0
11558,223300.0
11559,216200.0
11560,90600.0
11561,184400.0
11562,156700.0
11563,105700.0
11564,100300.0
11565,90900.0
11566,298900.0
11567,303600.0
11568,121900.0
11569,171000.0
11570,178100.0
11571,367900.0
11572,257100.0
11573,350000.0
11574,220100.0
11575,90600.0
11576,348300.0
11577,143600.0
11578,283700.0
11579,42100.0
11580,96400.0
11581,81800.0
11582,315600.0
11583,255900.0
11584,132600.0
11585,225600.0
11586,349500.0
11587,166800.0
11588,124800.0
11589,500001.0
11590,362600.0
11591,54000.0
11592,150000.0
11593,174100.0
11594,202300.0
11595,62900.0
11596,145800.0
11597,59800.0
11598,144000.0
11599,105200.0
11600,206900.0
11601,60900.0
11602,161200.0
11603,255100.0
11604,91000.0
11605,271400.0
11606,263300.0
11607,103100.0
11608,233200.0
11609,168800.0
11610,216700.0
11611,300500.0
11612,196300.0
11613,500001.0
11614,231400.0
11615,190400.0
11616,138800.0
11617,162000.0
11618,55000.0
11619,87000.0
11620,177200.0
11621,216700.0
11622,95400.0
11623,219800.0
11624,86500.0
11625,171700.0
11626,461300.0
11627,67500.0
11628,189600.0
11629,96900.0
11630,350000.0
11631,329700.0
11632,87200.0
11633,52600.0
11634,228500.0
11635,335700.0
11636,156100.0
11637,425000.0
11638,240400.0
11639,50600.0
11640,266300.0
11641,245100.0
11642,96700.0
11643,79200.0
11644,134700.0
11645,351200.0
11646,422200.0
11647,97300.0
11648,157900.0
11649,284600.0
11650,275700.0
11651,95800.0
11652,400000.0
11653,207300.0
11654,165700.0
11655,166300.0
11656,364600.0
11657,100000.0
11658,179800.0
11659,148300.0
11660,247200.0
11661,366700.0
11662,216800.0
11663,231500.0
11664,129600.0
11665,339000.0
11666,150000.0
11667,303800.0
11668,180000.0
11669,213000.0
11670,270600.0
11671,356200.0
11672,71900.0
11673,165000.0
11674,171900.0
11675,294500.0
11676,332100.0
11677,113900.0
11678,159400.0
11679,167100.0
11680,93800.0
11681,52600.0
11682,335600.0
11683,163600.0
11684,187500.0
11685,82700.0
11686,214800.0
11687,67500.0
11688,311400.0
11689,437900.0
11690,231400.0
11691,70900.0
11692,154800.0
11693,258300.0
11694,71800.0
11695,374200.0
11696,112500.0
11697,94200.0
11698,166100.0
11699,261800.0
11700,63700.0
11701,123800.0
11702,156100.0
11703,80400.0
11704,355000.0
11705,117700.0
11706,188000.0
11707,79900.0
11708,102800.0
11709,167000.0
11710,81500.0
11711,83600.0
11712,51800.0
11713,203100.0
11714,164200.0
11715,135200.0
11716,185200.0
11717,307000.0
11718,186900.0
11719,148000.0
11720,500001.0
11721,78800.0
11722,145000.0
11723,112100.0
11724,400000.0
11725,232400.0
11726,336900.0
11727,162500.0
11728,196600.0
11729,82700.0
11730,303100.0
11731,189500.0
11732,236800.0
11733,100000.0
11734,48800.0
11735,123500.0
11736,134400.0
11737,191800.0
11738,122500.0
11739,190900.0
11740,290500.0
11741,500001.0
11742,131700.0
11743,90500.0
11744,147100.0
11745,88300.0
11746,216800.0
11747,350000.0
11748,410300.0
11749,178700.0
11750,163300.0
11751,229400.0
11752,151900.0
11753,268200.0
11754,331800.0
11755,286100.0
11756,105400.0
11757,425000.0
11758,287300.0
11759,204600.0
11760,90000.0
11761,255500.0
11762,345800.0
11763,152500.0
11764,198100.0
11765,61900.0
11766,124700.0
11767,309600.0
11768,259700.0
11769,109000.0
11770,287600.0
11771,344600.0
11772,277900.0
11773,269500.0
11774,131000.0
11775,192800.0
11776,146600.0
11777,166000.0
11778,130800.0
11779,70000.0
11780,86500.0
11781,500001.0
11782,342200.0
11783,182400.0
11784,250000.0
11785,195100.0
11786,54800.0
11787,290100.0
11788,208600.0
